Key,Source,Context,Changes,English,Russian
resourceUltraStrengthAlloys,items,Resources,,Ultra strength alloys,Сверхпрочные сплавы
resourceUltraStrengthAlloysDesc,items,Resources,,"A rare type of alloy. Can be found in the quarantine zone or exchanged through the [DECEA3]Radio Station.[-]\nUsed for improvements and crafting.","Редкий вид сплавов. Возможно найти в зоне карантина или выменять через [DECEA3]Радиостанцию.[-]\nИспользуется для улучшений и крафта."
resourceUltraLightAlloys,items,Resources,,Ultra light alloys,Сверхлегкие сплавы
resourceUltraLightAlloysDesc,items,Resources,,"A rare type of alloy. Can be found in the quarantine zone or exchanged through the [DECEA3]Radio Station.[-]\nUsed for improvements and crafting.","Редкий вид сплавов. Возможно найти в зоне карантина или выменять через [DECEA3]Радиостанцию.[-]\nИспользуется для улучшений и крафта."

UltraLightAlloys_BundleSmall,items,Resources,,Ultra light alloys [DECEA3]Bundle Small[-],Сверхлегкие сплавы: [DECEA3]Малый набор[-]
UltraLightAlloys_BundleSmallDesc,items,Resources,,"Contains 10 [DECEA3]Ultra light alloys[-]\nClick [DECEA3]Open[-] to get the ingots.","Содержит 10 [DECEA3]Сверхлегких сплавов.[-]\nНажмите [DECEA3]«Открыть»[-] чтобы получить слитки."
UltraLightAlloys_BundleMedium,items,Resources,,Ultra light alloys [DECEA3]Bundle Medium[-],Сверхлегкие сплавы: [DECEA3]Средний набор[-]
UltraLightAlloys_BundleMediumDesc,items,Resources,,"Contains 50 [DECEA3]Ultra light alloys[-]\nClick [DECEA3]Open[-] to get the ingots.","Содержит 50 [DECEA3]Сверхлегких сплавов.[-]\nНажмите [DECEA3]«Открыть»[-] чтобы получить слитки."
UltraLightAlloys_BundleBig,items,Resources,,Ultra light alloys [DECEA3]Bundle Big[-],Сверхлегкие сплавы: [DECEA3]Большой набор[-]
UltraLightAlloys_BundleBigDesc,items,Resources,,"Contains 100 [DECEA3]Ultra light alloys[-]\nClick [DECEA3]Open[-] to get the ingots.","Содержит 100 [DECEA3]Сверхлегких сплавов.[-]\nНажмите [DECEA3]«Открыть»[-] чтобы получить слитки."

UltraStrengthAlloys_BundleSmall,items,Resources,,Ultra strength alloys [DECEA3]Bundle Small[-],Сверхпрочные сплавы: [DECEA3]Малый набор[-]
UltraStrengthAlloys_BundleSmallDesc,items,Resources,,"Contains 10 [DECEA3]Ultra strength alloys[-]\nClick [DECEA3]Open[-] to get the ingots.","Содержит 10 [DECEA3]Сверхпрочных сплавов.[-]\nНажмите [DECEA3]«Открыть»[-] чтобы получить слитки."
UltraStrengthAlloys_BundleMedium,items,Resources,,Ultra strength alloys [DECEA3]Bundle Medium[-],Сверхпрочные сплавы: [DECEA3]Средний набор[-]
UltraStrengthAlloys_BundleMediumDesc,items,Resources,,"Contains 50 [DECEA3]Ultra strength alloys[-]\nClick [DECEA3]Open[-] to get the ingots.","Содержит 50 [DECEA3]Сверхпрочных сплавов.[-]\nНажмите [DECEA3]«Открыть»[-] чтобы получить слитки."
UltraStrengthAlloys_BundleBig,items,Resources,,Ultra strength alloys [DECEA3]Bundle Big[-],Сверхпрочные сплавы: [DECEA3]Большой набор[-]
UltraStrengthAlloys_BundleBigDesc,items,Resources,,"Contains 100 [DECEA3]Ultra strength alloys[-]\nClick [DECEA3]Open[-] to get the ingots.","Содержит 100 [DECEA3]Сверхпрочных сплавов.[-]\nНажмите [DECEA3]«Открыть»[-] чтобы получить слитки."

ExperimentalAlloys_BundleSmall,items,Resources,,Experimental alloys [DECEA3]Bundle Small[-],Экспериментальные сплавы: [DECEA3]Малый набор[-]
ExperimentalAlloys_BundleSmallDesc,items,Resources,,"Contains 10 [DECEA3]Experimental alloys[-]\nClick [DECEA3]Open[-] to get the ingots.","Содержит 10 [DECEA3]Экспериментальных сплавов.[-]\nНажмите [DECEA3]«Открыть»[-] чтобы получить слитки."
ExperimentalAlloys_BundleMedium,items,Resources,,Experimental alloys [DECEA3]Bundle Medium[-],Экспериментальные сплавы: [DECEA3]Средний набор[-]
ExperimentalAlloys_BundleMediumDesc,items,Resources,,"Contains 50 [DECEA3]Experimental alloys[-]\nClick [DECEA3]Open[-] to get the ingots.","Содержит 50 [DECEA3]Экспериментальных сплавов.[-]\nНажмите [DECEA3]«Открыть»[-] чтобы получить слитки."
ExperimentalAlloys_BundleBig,items,Resources,,Experimental alloys [DECEA3]Bundle Big[-],Экспериментальные сплавы: [DECEA3]Большой набор[-]
ExperimentalAlloys_BundleBigDesc,items,Resources,,"Contains 100 [DECEA3]Experimental alloys[-]\nClick [DECEA3]Open[-] to get the ingots.","Содержит 100 [DECEA3]Экспериментальных сплавов.[-]\nНажмите [DECEA3]«Открыть»[-] чтобы получить слитки."

resourcePreciousMetals,items,Resources,,Precious Metals,Драгоценные металлы
resourcePreciousMetalsDesc,items,Resources,,"Rare metal. All necessary resources for crafting can be found when extracting basic resources, or exchanged with merchants.\nUsed for improvements and crafting.","Редкий металл. Все необходимые ресурсы для крафта можно найти при добыче базовых ресурсов или выменять у торговцев.\nИспользуется для улучшений и крафта."

<!-- *** xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx -->
<!-- *** xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx -->
<!-- Z_RepairToolsXP -->
<!-- *** xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx -->
<!-- *** xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx -->

statPlayerExpGainRepairTool,ui_display,Item stat,,"XP Gain / Construction","Получаемый опыт / Строительство"

<!-- *** xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx -->
<!-- *** xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx -->
<!-- Z_RoughTerrain -->
<!-- *** xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx -->
<!-- *** xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx -->

BuffSlowingDownName,buffs,buff,,Slowing down,Замедление
BuffAccelerationName,buffs,buff,,Acceleration,Ускорение

buffDestroyedStoneKey,buffs,buff,,Garbage,Мусор
buffDestroyedStoneBaseTooltip,buffs,buff,,You are moving through Dangerous soil,Вы передвигаетесь по опасному грунту
buffDestroyedStoneBaseIncDesc,buffs,Buff,,"With so much trash underfoot, you better watch your surroundings.\n\nYour movement speed is reduced by [DECEA3]25%[-], your jump height is reduced by [DECEA3]25%[-], and your stamina consumption while running is increased by [DECEA3]50%[-]\n\nWarning: When running on dangerous surfaces, you have a [DECEA3]25%[-] chance of getting a punctured foot\n\n[DECEA3]You need to equip the [DECEA3]Sole Guard[-] modification to increase your mobility[-]","Когда столько мусора под ногами, лучше внимательно смотреть по сторонам.\n\nВаша скорость передвижения снижена на [DECEA3]25%[-], высота прыжка на [DECEA3]25%[-], а расход выносливости при беге увеличен на [DECEA3]50%[-]\n\nВнимание: При беге по опасной поверхности вы можете проколоть ногу с вероятностью [DECEA3]25%[-]\n\n[DECEA3]Вам необходимо надеть модификацию [DECEA3]Защита подошвы[-], чтобы повысить вашу мобильность.[-]"
buffDestroyedStoneResistName,buffs,buff,,Dangerous soil [DECEA3]Protection[-],Опасный грунт [DECEA3](ЗАЩИТА)[-]
buffDestroyedStoneResistTooltip,buffs,buff,,You are moving through Dangerous soil (PROTECTION),Вы передвигаетесь по опасному грунту (ЗАЩИТА)
buffDestroyedStoneResistIncDesc,buffs,Buff,,"With so much trash underfoot, it's best to keep your eyes peeled.\n\nEven with protection, your movement speed is reduced by [DECEA3]15%[-]","Когда столько мусора под ногами, лучше внимательно смотреть по сторонам.\n\nДаже с защитой ваша скорость передвижения снижена на [DECEA3]15%[-]"

BuffLegPunctuteName,buffs,buff,,Leg puncture,Прокол ноги
BuffLegPunctuteTooltip,buffs,buff,,You punctured your foot,Вы прокололи ногу
BuffLegPunctuteIncDesc,buffs,Buff,,"You stepped on something sharp and punctured your leg. The wound is not fatal but extremely unpleasant.\n\nYour movement speed is reduced by [DECEA3]25%[-]","Вы всё-таки наступили на что-то острое и прокололи ногу. Рана не смертельная, но крайне неприятная.\n\nВаша скорость передвижения снижена на [DECEA3]25%[-]"

buffDeepSnowKey,buffs,buff,,Snow,Снег
buffDeepSnowBaseTooltip,buffs,buff,,You are moving through deep snow,Вы передвигаетесь по глубокому снегу
buffDeepSnowBaseIncDesc,buffs,Buff,,"Moving through deep snow is not easy, and running is even more so. \n\nYour walking speed is reduced by [DECEA3]25%[-], running speed by [DECEA3]50%[-], jump height by [DECEA3]25%[-], and stamina consumption when jumping is increased by [DECEA3]25%[-]\n\n[DECEA3]You need to equip the [DECEA3]Snowshoes[-] modification to increase your mobility[-]","Передвигаться по глубокому снегу не так уж и просто, а бегать тем более. \n\nВаша скорость ходьбы снижена на [DECEA3]25%[-], скорость бега на [DECEA3]50%[-], высота прыжка на [DECEA3]25%[-], а расход выносливости при прыжках увеличен на [DECEA3]25%[-]\n\n[DECEA3]Вам необходимо надеть модификацию [DECEA3]Снегоступы[-], чтобы повысить вашу мобильность.[-]"
buffDeepSnowResistName,buffs,buff,,Deep Snow 2, Глубокий снег [DECEA3]СНЕГОСТУПЫ[-]
buffDeepSnowResistTooltip,buffs,buff,,You are moving through deep snow (SNOWSHOES),Вы передвигаетесь по глубокому снегу (СНЕГОСТУПЫ)
buffDeepSnowResistIncDesc,buffs,Buff,,"You are moving through deep snow. You have snowshoes, but you still cannot move at full speed.\n\nYour walking speed is reduced by [DECEA3]10%[-], your running speed is reduced by [DECEA3]20%[-], and your jump height is reduced by [DECEA3]10%[-]","Вы передвигаетесь по глубокому снегу. У Вас есть снегоступы, но вы все равно не можете двигаться в полную силу.\n\nВаша скорость ходьбы снижена на [DECEA3]10%[-], скорость бега на [DECEA3]20%[-], а высота прыжка на [DECEA3]10%[-]"

buffTerSand,buffs,buff,,Sand,Песок
buffTerSandBaseTooltip,buffs,buff,,You are moving on the sand,Вы передвигаетесь по песку
buffTerSandBaseIncDesc,buffs,Buff,,"Moving on shifting sand is not so easy, and running is even more so. \n\nYour walking speed is reduced by [DECEA3]15%[-], running speed by [DECEA3]15%[-], jump height by [DECEA3]20%[-], and stamina consumption when jumping is increased by [DECEA3]10%[-]\n\n[DECEA3]You need to equip the [DECEA3]Wide Sole[-] modification to increase your mobility[-]","Передвигаться по зыбкому песку не так уж и просто, а бегать тем более. \n\nВаша скорость ходьбы снижена на [DECEA3]15%[-], скорость бега на [DECEA3]15%[-], высота прыжка на [DECEA3]20%[-], а расход выносливости при прыжках увеличен на [DECEA3]10%[-]\n\n[DECEA3]Вам необходимо надеть модификацию [DECEA3]Широкая подошва[-], чтобы повысить вашу мобильность.[-]"
buffTerSandResistName,buffs,buff,,Sand [DECEA3]Wide Sole[-], Песок [DECEA3]Широкая подошва[-]
buffTerSandResistTooltip,buffs,buff,,You are moving on the sand (Wide Sole),Вы передвигаетесь по песку (Широкая подошва)
buffTerSandResistIncDesc,buffs,Buff,,"You move across the sand. You have wide soles, but you still cannot move at full strength. \n\nYour walking speed, running speed, and jumping height are reduced by [DECEA3]5%[-]","Вы передвигаетесь по песку. У Вас есть широкая подошва, но вы все равно не можете двигаться в полную силу. \n\nВаша скорость ходьбы, бега и высота прыжка снижены на [DECEA3]5%[-]"

buffRoughGroundKey,buffs,buff,,Ground,Земля
buffRoughGroundBaseTooltip,buffs,buff,,You are moving on the rough ground,Вы передвигаетесь по неровной земле
buffRoughGroundBaseIncDesc,buffs,Buff,,"It's not easy to move around on rough ground, let alone run. \n\nYour movement speed is reduced by [DECEA3]15%[-]\n\n[DECEA3]You need to equip any footwear to increase your mobility[-]","Передвигаться по грубой земле не так уж и просто, а бегать тем более. \n\nВаша скорость передвижения снижена на [DECEA3]15%[-]\n\n[DECEA3]Вам необходимо надеть любую обувь, чтобы повысить вашу мобильность.[-]"

buffDesertGroundKey,buffs,buff,,Desert,Пустыня
buffDesertGroundBaseTooltip,buffs,buff,,You are moving on the desert ground,Вы передвигаетесь по пустынной земле
buffDesertGroundBaseIncDesc,buffs,Buff,,"Moving around the desert ground isn't easy, let alone running. \n\nYour movement speed is reduced by [DECEA3]10%[-] and your jump height is reduced by [DECEA3]15%[-]\n\n[DECEA3]You need to equip the [DECEA3]Wide Sole[-] modification to increase your mobility[-]","Передвигаться по пустынной земле не так уж и просто, а бегать тем более. \n\nВаша скорость передвижения снижена на [DECEA3]10%[-], а высота прыжка на [DECEA3]15%[-]\n\n[DECEA3]Вам необходимо надеть модификацию [DECEA3]Широкая подошва[-], чтобы повысить вашу мобильность.[-]"

BuffGravelKey,buffs,buff,,Gravel,Гравий
BuffGravelBonusTooltip,buffs,buff,,You are moving on gravel,Вы передвигаетесь по гравию
BuffGravelBonusIncDesc,buffs,Buff,,"Gravel makes walking easier and safer.\n\nYour mobility is increased by [DECEA3]5%[-]","По гравию передвигаться легче и безопаснее.\n\nВаша мобильность увеличена на [DECEA3]5%[-]"

BuffConcreteKey,buffs,buff,,Concrete,Бетон
BuffConcreteBonusTooltip,buffs,buff,,You are moving on Concrete,Вы передвигаетесь по бетону
BuffConcreteBonusIncDesc,buffs,Buff,,"Walking on smooth concrete is a pleasure.\n\nYour mobility is increased by [DECEA3]10%[-]","Ходить по гладкому бетону - одно удовольствие.\n\nВаша мобильность увеличена на [DECEA3]10%[-]"

BuffAsphaltKey,buffs,buff,,Asphalt,Асфальт
BuffAsphaltBonusTooltip,buffs,buff,,You are moving on Asphalt,Вы передвигаетесь по асфальту
BuffAsphaltBonusIncDesc,buffs,Buff,,"A great asphalt road is important not only when you are in transport.\n\nYour mobility is increased by [DECEA3]25%[-]","Прекрасная асфальтовая дорога важна не только когда вы на транспорте.\n\nВаша мобильность увеличена на [DECEA3]25%[-]"

modSnowResist,item_modifiers,mod,,Snowshoes Mod,Мод Снегоступы
modSnowResistDesc,item_modifiers,mod,,"Moving through deep snow is now no problem. You significantly increase your mobility when moving through snow","Передвигаться по глубокому снегу теперь не составит проблем. Вы значительно повышаете вашу мобильность при передвижении по снегу."
modSandResist,item_modifiers,mod,,Wide Sole Mod,Мод Широкая подошва
modSandResistDesc,item_modifiers,mod,,"Moving on shifting sand will not be a problem. You significantly increase your mobility when moving on sand and desert soil","Передвигаться по зыбкому песку не составит проблем. Вы значительно повышаете вашу мобильность при передвижении по песку и пустынному грунту."
modDesrtResist,item_modifiers,mod,,Sole Protection Mod,Мод Защита подошвы
modDesrtResistDesc,item_modifiers,mod,,"Moving on dangerous surfaces is now no problem. You significantly increase your mobility when moving on dangerous ground, and you are also completely protected from punctures","Передвигаться по опасным поверхностям теперь не составит проблем. Вы значительно повышаете вашу мобильность при передвижении по опасному грунту, а также вы полностью защищены от прокола ноги."

<!-- *** xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx -->
<!-- *** xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx -->
<!-- Z_SelfTraits -->
<!-- *** xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx -->
<!-- *** xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx -->

keySmart,UI,Tooltip,,You have become smarter,Вы стали умнее
keyObesity,UI,Tooltip,,You have lost weight,Вы похудели
keyDistrophia,UI,Tooltip,,You have gained weight,Вы набрали вес
keyAlarmism,UI,Tooltip,,You panic less,Вы меньше паникуете
keyBrittleBones,UI,Tooltip,,You have strengthened your bones,Вы укрепили кости
keyWeakling,UI,Tooltip,,You have become stronger,Вы стали сильнее
keyAllergySufferer,UI,Tooltip,,You get rid of allergies,Вы избавились от аллергии
keyImmunity,UI,Tooltip,,You have strengthened your immunity,Вы укрепили иммунитет
keyClumsy,UI,Tooltip,,You have developed your hand motor skills,Вы развили моторику рук
keyPacifist,UI,Tooltip,,You have become more aggressive,Вы стали агрессивней
keyFearDark,UI,Tooltip,,You are less afraid of the dark,Вы меньше боитесь темноты
keyFearAnimals,UI,Tooltip,,You are less afraid of the animals,Вы меньше боитесь животных
keyFearZombie,UI,Tooltip,,You are less afraid of the zombies,Вы меньше боитесь зомби
keyFearFire,UI,Tooltip,,You are less afraid of the fire,Вы меньше боитесь огня
keyFearPain,UI,Tooltip,,You are less afraid of the pain,Вы меньше боитесь боли
keySocialPhobia,UI,Tooltip,,You have become more social,Вы стали более социальным
keyLucker,UI,Tooltip,,You have become luckier,Вы стали удачливее

keyAthleticBuild,UI,Tooltip,,You have developed your body,Вы развили своё тело
keyCourage,UI,Tooltip,,You have become more courageous,Вы стали отважнее
keyBodybuilder,UI,Tooltip,,You have developed your muscles,Вы развили свою мускулатуру
keyFastAdaptation,UI,Tooltip,,You have developed immunity,Вы развили иммунитет
keyHardening,UI,Tooltip,,You have hardened yourself,Вы закалились
keyExperiencedHunter,UI,Tooltip,,Now you hunt better,Теперь вы лучше охотитесь
keyCrusher,UI,Tooltip,,Now you crush better,Теперь вы лучше крушите
keyFearless,UI,Tooltip,,You are less prone to stress,Вы меньше подвержены стрессу
keyVeteranWasteland,UI,Tooltip,,You survive better in the wasteland,Вы лучше выживаете в пустоши
keySchumacher,UI,Tooltip,,You are better at handling transport,Вы лучше управляетесь с транспортом
keyTeamPlayer,UI,Tooltip,,You work better in a team,Вы лучше работаете в команде

reqSmart,progression,Attribute,,Read more,Читайте больше
reqObesity,progression,Attribute,,Move more,Больше двигайтесь
reqDistrophia,progression,Attribute,,Eat more,Больше кушайте
reqAlarmism,progression,Attribute,,Stay close to zombie clusters,Держитесь ближе к скоплениям зомби
reqBrittleBones,progression,Attribute,,Eat vitamins and more calcium,Ешьте витамины и больше кальция
reqWeakling,progression,Attribute,,Pump up your muscles,Качайте мускулатуру
reqAllergySufferer,progression,Attribute,,Spend more time in the forest,Проводите больше времени в лесу
reqImmunity,progression,Attribute,,Spend more time in dangerous biomes,Проводите больше времени в опасных биомах
reqClumsy,progression,Attribute,,Cut up the bodies,Разделывайте туши
reqPacifist,progression,Attribute,,Get more hits,Получайте больше ударов
reqFearDark,progression,Attribute,,Spend more time at night,Проводите больше времени ночью
reqFearAnimals,progression,Attribute,,Kill more aggressive animals,Убивайте больше агрессивных животных
reqFearZombie,progression,Attribute,,Kill more zombies,Убивайте больше зомби
reqFearFire,progression,Attribute,,Spend more time by the fire,Проводите больше времени у огня
reqFearPain,progression,Attribute,,Overcome the pain,Превозмогайте боль
reqSocialPhobia,progression,Attribute,,Spend more time as a team,Проводите больше времени в команде
reqUnlucker,progression,Attribute,,Loot more,Лутайте больше
reqCrusher,progression,Attribute,,Smash heads with a sledgehammer,Разносите головы кувалдой
reqFearless,progression,Attribute,,Get used to stress,Привыкайте к стрессу
reqVeteranWasteland,progression,Attribute,,Kill the bosses,Убивайте боссов
reqSchumacher,progression,Attribute,,Get behind the wheel more often,Садитесь за руль чаще

reqAthleticBuild,progression,Attribute,,Develop your body,Развивайте тело
reqBodybuilder,progression,Attribute,,Pump up your muscles,Качайте мышцы
reqFastAdaptation,progression,Attribute,,Develop immunity,Развивайте иммунитет
reqHardening,progression,Attribute,,Get tough,Закаляйтесь

challenge_reward_selfTraits,Challenges,Rewards,,100 XP and New Self Traits,100 XP и новые личные качества

TraitsCharacterRefresh,items,item,,Reset of self traits,Сброс личных качеств
TraitsCharacterRefreshDesc,items,item,,"Activating the item will reset the character's self traits and generate them anew.\n\n[DECEA3]Character generation automatically assigns 6-12 positive and 6-12 negative points self traits. Be careful when resetting. There is no guarantee that each subsequent portrait will be better than the previous one.[-]","Активация предмета позволит сбросить личные качества персонажа и сгенерировать их заново.\n\n[DECEA3]Генерация персонажа автоматически назначает 6-12 положительных и 6-12 отрицательных очков личных качеств. Будьте внимательны при сбросе. Нет никакой гарантии, что каждый следующий результат будет лучше предыдущего.[-]"

atttselftraits,progression,Attribute,,Self Traits,Личные качества
atttselftraitsDesc,progression,Attribute,,No skill points are required here. The character's personal self traits are formed automatically at the beginning of the game. You can change positive or negative traits during the game.,Здесь не требуются очки навыков. Личные качества персонажа формируются после исользования книги "Личных качеств". Вы можете поменять положительные или отрицательные качества в процессе игры.

skillNegativeTraitsName,progression,perk,,Negative Traits,Отрицательные
skillPositiveTraitsName,progression,perk,,Positive Traits,Положительные

Traits_title,Journal Tip,,,The character's personality is formed,Личность персонажа сформирована
Traits_message,Journal Tip,,,"Your character's personal traits have been formed.\n\nYou have gained [5AFF75]{cvar(.PosTraitsCount:0)} positive[-] and [FF2B2B]{cvar(.NegTraitsCount:0)} negative[-] traits points.","Личные качества вашего персонажа сформированы.\n\nВы получили [5AFF75]{cvar(.PosTraitsCount:0)} положительных[-] и [FF2B2B]{cvar(.NegTraitsCount:0)} отрицательных[-] очков качеств."

perkRank1Desc,progression,Skills,,Level 1,Уровень 1
perkRank2Desc,progression,Skills,,Level 2,Уровень 2
perkRank3Desc,progression,Skills,,Level 3,Уровень 3

=== NEGATIVE PERKS ===

perkDementiaName,progression,perk,,Dementia,Слабоумие
perkDementiaDesc,progression,perk,,"Nature has deprived you of brains. Reduces experience gained and the chance of gaining an additional skill point when reading magazines..\nThe higher the trait level, the less experience you get.Reading books and magazines will help you develop your brain.","Мозгами природа вас обделила. Снижает получаемый опыт и шанс получения дополнительного очка навыка при чтении журналов.\nЧем выше уровень качества, тем меньше опыта вы получаете. Чтение книг и журналов позволит вам развивать ваши мозги."
perkDementiaRank1LongDesc,progression,Skills,,"You have mild dementia. All experience you gain is reduced by [DECEA3]10%[-]\n\nTo get rid of it, you need to read [DECEA3]{cvar(.BooksReadWorse1:0)} books or magazines.\nWhen you read the required amount, the trait level will decrease by 1 level.[-]","У вас легкое слабоумие. Весь получаемый вами опыт снижен на [DECEA3]10%[-]\n\nДля избавления требуется прочитать [DECEA3]{cvar(.BooksReadWorse1:0)} книг или журналов.\nКогда вы прочитаете нужное количество, уровень черты характера снизится на 1 уровень.[-]"
perkDementiaRank2LongDesc,progression,Skills,,"You have dementia. All experience you gain is reduced by [DECEA3]20%[-]. Nerd armor bonus reduced by [DECEA3]5%[-]\n\nTo get rid of it, you need to read [DECEA3]{cvar(.BooksReadWorse2:0)} books or magazines.\nWhen you read the required amount, the trait level will decrease by 1 level.[-]","У вас слабоумие. Весь получаемый вами опыт снижен на [DECEA3]20%[-]. Бонус от брони ботаника снижен на [DECEA3]5%[-]\n\nДля избавления требуется прочитать [DECEA3]{cvar(.BooksReadWorse2:0)} книг или журналов.\nКогда вы прочитаете нужное количество, уровень черты характера снизится на 1 уровень.[-]"
perkDementiaRank3LongDesc,progression,Skills,,"You are as dumb as a brick. All experience you gain is reduced by [DECEA3]30%[-]. Nerd armor bonus reduced by [DECEA3]15%[-]\n\nTo get rid of it, you need to read [DECEA3]{cvar(.BooksReadWorse3:0)} books or magazines.\nWhen you read the required amount, the trait level will decrease by 1 level.[-]","Вы тупой как пробка. Весь получаемый вами опыт снижен на [DECEA3]30%[-]. Бонус от брони ботаника снижен на [DECEA3]15%[-]\n\nДля избавления требуется прочитать [DECEA3]{cvar(.BooksReadWorse3:0)} книг или журналов.\nКогда вы прочитаете нужное количество, уровень черты характера снизится на 1 уровень.[-]"

perkObesityName,progression,perk,,Obesity,Ожирение
perkObesityDesc,progression,perk,,"Fullness should be in moderation. It is extremely difficult to survive if excess weight interferes with movement.","Полнота должна быть в меру. Крайне сложно выживать, если лишний вес мешает передвижению."
perkObesityRank1LongDesc,progression,Skills,,"You are moderately overweight. While digesting food, your mobility is reduced by [DECEA3]7.5%[-] and stamina consumption is increased by [DECEA3]15%[-]. Also, your jump height is reduced by [DECEA3]10%[-] and the rate at which your food supply is consumed during physical activity is increased.\n\nDeliverance requires losing weight [DECEA3]4 hours.[-] Remaining [DECEA3]{cvar(.TimerObesity1:0)} seconds.[-]\n[DECEA3]Weight is lost every second whenever you run. It is lost by 5 seconds when jumping, by 3 seconds when attacking with a melee weapon or tool, and by 10 seconds when power attacking.\nWhen you lose weight, the trait level will be lost by 1 level.[-]","У вас умеренная полнота. Во время усвоения пищи ваша мобильность снижена [DECEA3]7,5%[-] ,а расход выносливости увеличен на [DECEA3]15%[-]. Также на [DECEA3]10%[-] уменьшена высота прыжка и увеличена скорость расхода запаса пищи при физических нагрузках.\n\nДля избавления требуется сбрасывать вес [DECEA3]4 часа.[-] Осталось [DECEA3]{cvar(.TimerObesity1:0)} секунд.[-]\n[DECEA3]Вес сбрасывается каждую секунду, когда вы бегаете. Снижается на 5 секунд при прыжках, на 3 секунды при атаке оружием или инструментом ближнего боя и на 10 секунд при силовой атаке.\nКогда вы сбросите вес, уровень черты характера снизится на 1 уровень.[-]"
perkObesityRank2LongDesc,progression,Skills,,"You are fat. While digesting food, your mobility is reduced by [DECEA3]15%[-] and stamina consumption is increased by [DECEA3]30%[-]. Also, your jump height is reduced by [DECEA3]20%[-] and the rate at which your food supply is consumed during physical activity is increased.\n\nDeliverance requires losing weight [DECEA3]8 hours.[-] Remaining [DECEA3]{cvar(.TimerObesity2:0)} seconds.[-]\n[DECEA3]Weight is lost every second whenever you run. It is lost by 5 seconds when jumping, by 3 seconds when attacking with a melee weapon or tool, and by 10 seconds when power attacking.\nWhen you lose weight, the trait level will be lost by 1 level.[-]","Вы толстый. Во время усвоения пищи, ваша мобильность снижена [DECEA3]15%[-] ,а расход выносливости увеличен на [DECEA3]30%[-]. Также на [DECEA3]20%[-] уменьшена высота прыжка и увеличена скорость расхода запаса пищи при физических нагрузках.\n\nДля избавления требуется сбрасывать вес [DECEA3]8 часов.[-] Осталось [DECEA3]{cvar(.TimerObesity2:0)} секунд.[-]\n[DECEA3]Вес сбрасывается каждую секунду, когда вы бегаете. Снижается на 5 секунд при прыжках, на 3 секунды при атаке оружием или инструментом ближнего боя и на 10 секунд при силовой атаке.\nКогда вы сбросите вес, уровень черты характера снизится на 1 уровень.[-]"
perkObesityRank3LongDesc,progression,Skills,,"You are a real fatso. While digesting food, your mobility is reduced by [DECEA3]25%[-] and stamina consumption is increased by [DECEA3]50%[-]. Also, your jump height is reduced by [DECEA3]30%[-] and the rate at which your food supply is consumed during physical activity is increased.\n\nDeliverance requires losing weight [DECEA3]12 hours.[-] Remaining [DECEA3]{cvar(.TimerObesity3:0)} seconds.[-]\n[DECEA3]Weight is lost every second whenever you run. It is lost by 5 seconds when jumping, by 3 seconds when attacking with a melee weapon or tool, and by 10 seconds when power attacking.\nWhen you lose weight, the trait level will be lost by 1 level.[-]","Вы настоящий жирдяй. Во время усвоения пищи, ваша мобильность снижена [DECEA3]25%[-] ,а расход выносливости увеличен на [DECEA3]50%[-]. Также на [DECEA3]30%[-] уменьшена высота прыжка и увеличена скорость расхода запаса пищи при физических нагрузках.\n\nДля избавления требуется сбрасывать вес [DECEA3]12 часов.[-] Осталось [DECEA3]{cvar(.TimerObesity3:0)} секунд.[-]\n[DECEA3]Вес сбрасывается каждую секунду, когда вы бегаете. Снижается на 5 секунд при прыжках, на 3 секунды при атаке оружием или инструментом ближнего боя и на 10 секунд при силовой атаке.\nКогда вы сбросите вес, уровень черты характера снизится на 1 уровень.[-]"

perkDistrophiaName,progression,perk,,Distrophia,Дистрофия
perkDistrophiaDesc,progression,perk,,"Skinny does not mean healthy. Some people have this body type from birth, and some are stupid or hungry. In either case, it's not good.","Худой не значит здоровый. Кто-то имеет такое телосложение с рождения, а кто-то по глупости или голоду. В любом случае ничего хорошего."
